//X Y Z R G B Nx Ny Nz
-11.24602318 5.94798899 492.84753418 153 153 153 0.000000 0.000000 0.000000
-11.24807835 5.93400574 492.84628296 153 153 153 0.000000 0.000000 0.000000
-11.24576283 5.93876600 492.81625366 153 153 153 0.000000 0.000000 0.000000
-11.24665070 5.94492340 492.87908936 153 153 153 0.000000 0.000000 0.000000
-11.24637222 5.93554306 492.83688354 153 153 153 0.000000 0.000000 0.000000
-11.24058533 5.93981552 492.86160278 153 153 153 0.000000 0.000000 0.000000
-11.23501778 5.94509745 492.90731812 153 153 153 0.000000 0.000000 0.000000
-11.25466824 5.93811893 492.85507202 153 153 153 0.000000 0.000000 0.000000
-11.23150730 5.94050121 492.90005493 153 153 153 0.000000 0.000000 0.000000
-11.25027084 5.93835497 492.85180664 153 153 153 0.000000 0.000000 0.000000
-11.23590565 5.94389534 492.89968872 153 153 153 0.000000 0.000000 0.000000
-11.23036861 5.93972445 492.89828491 153 153 153 0.000000 0.000000 0.000000
-11.24151230 5.94109917 492.87963867 153 153 153 0.000000 0.000000 0.000000
-11.22566319 5.95229006 492.91046143 153 153 153 0.000000 0.000000 0.000000
-11.22777939 5.94619799 492.91018677 153 153 153 0.000000 0.000000 0.000000
-11.24742031 5.94844198 492.87277222 153 153 153 0.000000 0.000000 0.000000
-11.25439930 5.93800688 492.82427979 153 153 153 0.000000 0.000000 0.000000
-11.23799801 5.94519663 492.91171265 153 153 153 0.000000 0.000000 0.000000
-11.24163532 5.94416571 492.87573242 153 153 153 0.000000 0.000000 0.000000
-11.23778820 5.94963551 492.90356445 153 153 153 0.000000 0.000000 0.000000
-11.22161388 5.94999409 492.91653442 153 153 153 0.000000 0.000000 0.000000
-11.23023033 5.94715977 492.89038086 153 153 153 0.000000 0.000000 0.000000
-11.24505329 5.94113636 492.86972046 153 153 153 0.000000 0.000000 0.000000
-11.25505352 5.94611931 492.83432007 153 153 153 0.000000 0.000000 0.000000
-11.25234032 5.94294357 492.84417725 153 153 153 0.000000 0.000000 0.000000
-11.24213314 5.94869137 492.88418579 153 153 153 0.000000 0.000000 0.000000
-11.23362064 5.94675589 492.90298462 153 153 153 0.000000 0.000000 0.000000
-11.22940826 5.94336414 492.88940430 153 153 153 0.000000 0.000000 0.000000
-11.24898529 5.94697857 492.85498047 153 153 153 0.000000 0.000000 0.000000
-11.25738239 5.94570827 492.82550049 153 153 153 0.000000 0.000000 0.000000
-11.24022770 5.94718599 492.87606812 153 153 153 0.000000 0.000000 0.000000
-11.24636173 5.93930244 492.86026001 153 153 153 0.000000 0.000000 0.000000
-11.24265194 5.94294977 492.87561035 153 153 153 0.000000 0.000000 0.000000
-11.21774864 5.94983816 492.91101074 153 153 153 0.000000 0.000000 0.000000
-11.22854233 5.94960976 492.90365601 153 153 153 0.000000 0.000000 0.000000
-11.24347687 5.94184923 492.84353638 153 153 153 0.000000 0.000000 0.000000
-11.24863434 5.94012260 492.83984375 153 153 153 0.000000 0.000000 0.000000
-11.24296665 5.94203424 492.85852051 153 153 153 0.000000 0.000000 0.000000
-11.23476410 5.95186377 492.89550781 153 153 153 0.000000 0.000000 0.000000
-11.23065758 5.94535398 492.87686157 153 153 153 0.000000 0.000000 0.000000
-11.24666595 5.93921280 492.84613037 153 153 153 0.000000 0.000000 0.000000
-11.23532391 5.94045782 492.89068604 153 153 153 0.000000 0.000000 0.000000
-11.24230385 5.94577646 492.89053345 153 153 153 0.000000 0.000000 0.000000
-11.24949551 5.93827772 492.81683350 153 153 153 0.000000 0.000000 0.000000
-11.22416782 5.94885921 492.91210938 153 153 153 0.000000 0.000000 0.000000
-11.23006630 5.95161247 492.90286255 153 153 153 0.000000 0.000000 0.000000
-11.22619057 5.94650269 492.91705322 153 153 153 0.000000 0.000000 0.000000
-11.23958683 5.94821072 492.87850952 153 153 153 0.000000 0.000000 0.000000
-11.25607777 5.94487000 492.82305908 153 153 153 0.000000 0.000000 0.000000
-11.23783684 5.94282484 492.88635254 153 153 153 0.000000 0.000000 0.000000
-11.23664284 5.94807196 492.90560913 153 153 153 0.000000 0.000000 0.000000
-11.24866104 5.94454050 492.86911011 153 153 153 0.000000 0.000000 0.000000
-11.24524498 5.94350767 492.90054321 153 153 153 0.000000 0.000000 0.000000
-11.22595787 5.94788408 492.90725708 153 153 153 0.000000 0.000000 0.000000
-11.23709488 5.94120979 492.88269043 153 153 153 0.000000 0.000000 0.000000
-11.24613571 5.95111084 492.83633423 153 153 153 0.000000 0.000000 0.000000
-11.24207687 5.94988871 492.88793945 153 153 153 0.000000 0.000000 0.000000
-11.24844170 5.94951248 492.83816528 153 153 153 0.000000 0.000000 0.000000
-11.22916317 5.94580603 492.90505981 153 153 153 0.000000 0.000000 0.000000
-11.22936153 5.94721460 492.90621948 153 153 153 0.000000 0.000000 0.000000
-11.24174023 5.94749165 492.85140991 153 153 153 0.000000 0.000000 0.000000
-11.24711132 5.94328022 492.82958984 153 153 153 0.000000 0.000000 0.000000
-11.24264240 5.94794130 492.85961914 153 153 153 0.000000 0.000000 0.000000
-11.24843693 5.93581581 492.84472656 153 153 153 0.000000 0.000000 0.000000
-11.23517990 5.94593096 492.89514160 153 153 153 0.000000 0.000000 0.000000
-11.24678707 5.93645954 492.85113525 153 153 153 0.000000 0.000000 0.000000
-11.22239399 5.94532013 492.90487671 153 153 153 0.000000 0.000000 0.000000
-11.24481773 5.94042349 492.85629272 153 153 153 0.000000 0.000000 0.000000
-11.23649883 5.94261885 492.87750244 153 153 153 0.000000 0.000000 0.000000
-11.23458290 5.94801188 492.90765381 153 153 153 0.000000 0.000000 0.000000
-11.23847008 5.94521284 492.89526367 153 153 153 0.000000 0.000000 0.000000
-11.22715092 5.95464897 492.91329956 153 153 153 0.000000 0.000000 0.000000
-11.22616386 5.95595980 492.90365601 153 153 153 0.000000 0.000000 0.000000
-11.25081825 5.94088411 492.80133057 153 153 153 0.000000 0.000000 0.000000
-11.23223305 5.94252586 492.89926147 153 153 153 0.000000 0.000000 0.000000
-11.23231697 5.94576597 492.91390991 153 153 153 0.000000 0.000000 0.000000
-11.22690868 5.94514513 492.91006470 153 153 153 0.000000 0.000000 0.000000
-11.24646950 5.94492388 492.86968994 153 153 153 0.000000 0.000000 0.000000
-11.25397110 5.94136953 492.81814575 153 153 153 0.000000 0.000000 0.000000
-11.23904324 5.95129108 492.89910889 153 153 153 0.000000 0.000000 0.000000
-11.24067497 5.94695234 492.89813232 153 153 153 0.000000 0.000000 0.000000
-11.23491192 5.94563293 492.87609863 153 153 153 0.000000 0.000000 0.000000
-11.22770691 5.94922638 492.90948486 153 153 153 0.000000 0.000000 0.000000
-11.24576092 5.94834757 492.86306763 153 153 153 0.000000 0.000000 0.000000
-11.24263668 5.93814516 492.87893677 153 153 153 0.000000 0.000000 0.000000
-11.23875427 5.94025230 492.88427734 153 153 153 0.000000 0.000000 0.000000
-11.24001884 5.94394350 492.85366821 153 153 153 0.000000 0.000000 0.000000
-11.25346661 5.93962097 492.83908081 153 153 153 0.000000 0.000000 0.000000
-11.24542332 5.94889736 492.85473633 153 153 153 0.000000 0.000000 0.000000
-11.23806000 5.94168139 492.87387085 153 153 153 0.000000 0.000000 0.000000
-11.22604656 5.94960928 492.91531372 153 153 153 0.000000 0.000000 0.000000
-11.22921276 5.95218897 492.90298462 153 153 153 0.000000 0.000000 0.000000
-11.24937725 5.94582558 492.85372925 153 153 153 0.000000 0.000000 0.000000
-11.24689198 5.93514872 492.84109497 153 153 153 0.000000 0.000000 0.000000
-11.25013256 5.94875669 492.86752319 153 153 153 0.000000 0.000000 0.000000
-11.24403000 5.93604803 492.86026001 153 153 153 0.000000 0.000000 0.000000
-11.22537994 5.94566774 492.91302490 153 153 153 0.000000 0.000000 0.000000
-11.22570801 5.94637251 492.90707397 153 153 153 0.000000 0.000000 0.000000
-11.22346020 5.94759464 492.91339111 153 153 153 0.000000 0.000000 0.000000
-11.24796104 5.93543625 492.84613037 153 153 153 0.000000 0.000000 0.000000
-11.24265671 5.94768476 492.86618042 153 153 153 0.000000 0.000000 0.000000
-11.24902344 5.94558382 492.85101318 153 153 153 0.000000 0.000000 0.000000
-11.23564434 5.94095898 492.88272095 153 153 153 0.000000 0.000000 0.000000
-11.23967361 5.94936848 492.90487671 153 153 153 0.000000 0.000000 0.000000
-11.23621845 5.94732571 492.89990234 153 153 153 0.000000 0.000000 0.000000
-11.23370266 5.94998360 492.88973999 153 153 153 0.000000 0.000000 0.000000
-11.24381065 5.94491911 492.88543701 153 153 153 0.000000 0.000000 0.000000
-11.22534084 5.94287252 492.91729736 153 153 153 0.000000 0.000000 0.000000
-11.24063969 5.94355822 492.88793945 153 153 153 0.000000 0.000000 0.000000
-11.23142052 5.94285488 492.87585449 153 153 153 0.000000 0.000000 0.000000
-11.22241879 5.94855261 492.91326904 153 153 153 0.000000 0.000000 0.000000
-11.23056507 5.95032167 492.90313721 153 153 153 0.000000 0.000000 0.000000
-11.22151661 5.94643545 492.91510010 153 153 153 0.000000 0.000000 0.000000
-11.24073792 5.95008135 492.87268066 153 153 153 0.000000 0.000000 0.000000
-11.25399780 5.93991613 492.84371948 153 153 153 0.000000 0.000000 0.000000
-11.23083305 5.94460583 492.89788818 153 153 153 0.000000 0.000000 0.000000
-11.24185753 5.94760275 492.86120605 153 153 153 0.000000 0.000000 0.000000
-11.23549366 5.94348669 492.91955566 153 153 153 0.000000 0.000000 0.000000
-11.22687817 5.94559956 492.91229248 153 153 153 0.000000 0.000000 0.000000
-11.24132347 5.94850063 492.87603760 153 153 153 0.000000 0.000000 0.000000
-11.23436069 5.94128847 492.89904785 153 153 153 0.000000 0.000000 0.000000
-11.24045467 5.94523191 492.86862183 153 153 153 0.000000 0.000000 0.000000
-11.24043083 5.94542027 492.88378906 153 153 153 0.000000 0.000000 0.000000
-11.24364471 5.94648647 492.84051514 153 153 153 0.000000 0.000000 0.000000
-11.22896767 5.94616365 492.90496826 153 153 153 0.000000 0.000000 0.000000
-11.22555923 5.94760704 492.90863037 153 153 153 0.000000 0.000000 0.000000
-11.23381996 5.95166159 492.89224243 153 153 153 0.000000 0.000000 0.000000
-11.24234772 5.94799566 492.85791016 153 153 153 0.000000 0.000000 0.000000
-11.24899483 5.95041561 492.83340454 153 153 153 0.000000 0.000000 0.000000
-11.22394657 5.94971895 492.91116333 153 153 153 0.000000 0.000000 0.000000
-11.22310638 5.95111084 492.90277100 153 153 153 0.000000 0.000000 0.000000
-11.22157192 5.94870472 492.91802979 153 153 153 0.000000 0.000000 0.000000
-11.22970772 5.94592857 492.91503906 153 153 153 0.000000 0.000000 0.000000
-11.24011326 5.94088650 492.84597778 153 153 153 0.000000 0.000000 0.000000
-11.23875237 5.94387484 492.88375854 153 153 153 0.000000 0.000000 0.000000
-11.24839878 5.94771767 492.87521362 153 153 153 0.000000 0.000000 0.000000
-11.23053360 5.94027996 492.89596558 153 153 153 0.000000 0.000000 0.000000
-11.24665260 5.94576359 492.83221436 153 153 153 0.000000 0.000000 0.000000
-11.23126411 5.94346619 492.90194702 153 153 153 0.000000 0.000000 0.000000
-11.24963665 5.94307232 492.80569458 153 153 153 0.000000 0.000000 0.000000
-11.23491478 5.94118452 492.89868164 153 153 153 0.000000 0.000000 0.000000
-11.22020626 5.94925499 492.92626953 153 153 153 0.000000 0.000000 0.000000
-11.24288368 5.93859673 492.83853149 153 153 153 0.000000 0.000000 0.000000
-11.24733543 5.93613195 492.85485840 153 153 153 0.000000 0.000000 0.000000
-11.23133945 5.94138670 492.88546753 153 153 153 0.000000 0.000000 0.000000
-11.22027588 5.94874954 492.93218994 153 153 153 0.000000 0.000000 0.000000
-11.23400021 5.94017172 492.89361572 153 153 153 0.000000 0.000000 0.000000
-11.23089981 5.94961452 492.89086914 153 153 153 0.000000 0.000000 0.000000
-11.21959877 5.94635868 492.91351318 153 153 153 0.000000 0.000000 0.000000
-11.22955799 5.95011616 492.91387939 153 153 153 0.000000 0.000000 0.000000
-11.22701359 5.94641304 492.91156006 153 153 153 0.000000 0.000000 0.000000
-11.24610424 5.94189739 492.87521362 153 153 153 0.000000 0.000000 0.000000
-11.25609303 5.93788481 492.82467651 153 153 153 0.000000 0.000000 0.000000
-11.23467541 5.94610596 492.88980103 153 153 153 0.000000 0.000000 0.000000
-11.23039055 5.95114946 492.87924194 153 153 153 0.000000 0.000000 0.000000
-11.24210453 5.95030069 492.87619019 153 153 153 0.000000 0.000000 0.000000
-11.22526360 5.94489574 492.90258789 153 153 153 0.000000 0.000000 0.000000
-11.22236347 5.94861317 492.91641235 153 153 153 0.000000 0.000000 0.000000
-11.22752571 5.94482470 492.91207886 153 153 153 0.000000 0.000000 0.000000
-11.24312019 5.94921255 492.87188721 153 153 153 0.000000 0.000000 0.000000
-11.24468517 5.94554996 492.87634277 153 153 153 0.000000 0.000000 0.000000
-11.24064159 5.94248390 492.88748169 153 153 153 0.000000 0.000000 0.000000
-11.24967480 5.94259501 492.87133789 153 153 153 0.000000 0.000000 0.000000
-11.24042416 5.94538593 492.88385010 153 153 153 0.000000 0.000000 0.000000
-11.25295734 5.94009972 492.83020020 153 153 153 0.000000 0.000000 0.000000
-11.24263477 5.94848204 492.89410400 153 153 153 0.000000 0.000000 0.000000
-11.23123646 5.94413710 492.90945435 153 153 153 0.000000 0.000000 0.000000
-11.24527740 5.94262695 492.88290405 153 153 153 0.000000 0.000000 0.000000
-11.23255730 5.94557142 492.90570068 153 153 153 0.000000 0.000000 0.000000
-11.24731636 5.94880772 492.85177612 153 153 153 0.000000 0.000000 0.000000
-11.25074387 5.94201612 492.83169556 153 153 153 0.000000 0.000000 0.000000
-11.24438572 5.94964027 492.86315918 153 153 153 0.000000 0.000000 0.000000
-11.24574947 5.93789196 492.85711670 153 153 153 0.000000 0.000000 0.000000
-11.22740269 5.94346619 492.91229248 153 153 153 0.000000 0.000000 0.000000
-11.22710705 5.94528580 492.90707397 153 153 153 0.000000 0.000000 0.000000
-11.23885250 5.94116116 492.84759521 153 153 153 0.000000 0.000000 0.000000
-11.24805927 5.93923759 492.85919189 153 153 153 0.000000 0.000000 0.000000
-11.23999977 5.94231606 492.85815430 153 153 153 0.000000 0.000000 0.000000
-11.23482609 5.93997192 492.88302612 153 153 153 0.000000 0.000000 0.000000
-11.23542881 5.94922018 492.90115356 153 153 153 0.000000 0.000000 0.000000
-11.23515224 5.94615030 492.89343262 153 153 153 0.000000 0.000000 0.000000
-11.23421097 5.94703054 492.89831543 153 153 153 0.000000 0.000000 0.000000
-11.24999237 5.93560457 492.83276367 153 153 153 0.000000 0.000000 0.000000
-11.24796486 5.93902826 492.85623169 153 153 153 0.000000 0.000000 0.000000
-11.23396015 5.94280338 492.89544678 153 153 153 0.000000 0.000000 0.000000
-11.23034668 5.94539785 492.91583252 153 153 153 0.000000 0.000000 0.000000
-11.25348282 5.93576002 492.82449341 153 153 153 0.000000 0.000000 0.000000
-11.23780632 5.94914913 492.89379883 153 153 153 0.000000 0.000000 0.000000
-11.23767185 5.94235802 492.88739014 153 153 153 0.000000 0.000000 0.000000
-11.22047424 5.94834805 492.92279053 153 153 153 0.000000 0.000000 0.000000
-11.23669815 5.95063877 492.89862061 153 153 153 0.000000 0.000000 0.000000
-11.22366428 5.94848537 492.91424561 153 153 153 0.000000 0.000000 0.000000
-11.24328899 5.94104767 492.87353516 153 153 153 0.000000 0.000000 0.000000
-11.25069714 5.93695831 492.84271240 153 153 153 0.000000 0.000000 0.000000
-11.24433231 5.94094324 492.87792969 153 153 153 0.000000 0.000000 0.000000
-11.23253918 5.93830919 492.91342163 153 153 153 0.000000 0.000000 0.000000
-11.22860622 5.94358873 492.90719604 153 153 153 0.000000 0.000000 0.000000
-11.24092484 5.94398785 492.87597656 153 153 153 0.000000 0.000000 0.000000
-11.23373604 5.94761610 492.90133667 153 153 153 0.000000 0.000000 0.000000
-11.24618912 5.94684887 492.85824585 153 153 153 0.000000 0.000000 0.000000
-11.24216461 5.94423485 492.87347412 153 153 153 0.000000 0.000000 0.000000
-11.24532604 5.94375563 492.83731079 153 153 153 0.000000 0.000000 0.000000
-11.24585152 5.94231367 492.86898804 153 153 153 0.000000 0.000000 0.000000
-11.23587513 5.94106102 492.88034058 153 153 153 0.000000 0.000000 0.000000
-11.24594688 5.94362497 492.86468506 153 153 153 0.000000 0.000000 0.000000
-11.23046207 5.94289446 492.92022705 153 153 153 0.000000 0.000000 0.000000
-11.23750877 5.94962549 492.90130615 153 153 153 0.000000 0.000000 0.000000
-11.23484802 5.94497967 492.90658569 153 153 153 0.000000 0.000000 0.000000
-11.24110985 5.94631481 492.86340332 153 153 153 0.000000 0.000000 0.000000
-11.25286102 5.94492865 492.82049561 153 153 153 0.000000 0.000000 0.000000
-11.24485970 5.94658184 492.85827637 153 153 153 0.000000 0.000000 0.000000
-11.24848461 5.94816494 492.81408691 153 153 153 0.000000 0.000000 0.000000
-11.23161125 5.94757605 492.90814209 153 153 153 0.000000 0.000000 0.000000
-11.22649956 5.94616747 492.89889526 153 153 153 0.000000 0.000000 0.000000
-11.24622345 5.93597889 492.84823608 153 153 153 0.000000 0.000000 0.000000
-11.25107288 5.93576002 492.83865356 153 153 153 0.000000 0.000000 0.000000
-11.24263668 5.94175768 492.85351563 153 153 153 0.000000 0.000000 0.000000
-11.23315144 5.94534206 492.89776611 153 153 153 0.000000 0.000000 0.000000
-11.24644947 5.94830513 492.89053345 153 153 153 0.000000 0.000000 0.000000
-11.23499775 5.94080162 492.88452148 153 153 153 0.000000 0.000000 0.000000
-11.25167274 5.93997145 492.81405640 153 153 153 0.000000 0.000000 0.000000
-11.22203732 5.94576502 492.91531372 153 153 153 0.000000 0.000000 0.000000
-11.25031090 5.93942833 492.83724976 153 153 153 0.000000 0.000000 0.000000
-11.24128056 5.94371271 492.89093018 153 153 153 0.000000 0.000000 0.000000
-11.24843121 5.94666672 492.82138062 153 153 153 0.000000 0.000000 0.000000
-11.22205448 5.94993162 492.91452026 153 153 153 0.000000 0.000000 0.000000
-11.23959351 5.94867563 492.89532471 153 153 153 0.000000 0.000000 0.000000
-11.23077011 5.94521999 492.89065552 153 153 153 0.000000 0.000000 0.000000
-11.24190712 5.94805670 492.86145020 153 153 153 0.000000 0.000000 0.000000
-11.22258282 5.95149517 492.91098022 153 153 153 0.000000 0.000000 0.000000
-11.22414398 5.94869614 492.91528320 153 153 153 0.000000 0.000000 0.000000
-11.22813034 5.94431734 492.91226196 153 153 153 0.000000 0.000000 0.000000
-11.24947166 5.94522762 492.86489868 153 153 153 0.000000 0.000000 0.000000
-11.24881935 5.93536663 492.83828735 153 153 153 0.000000 0.000000 0.000000
-11.23268318 5.94624186 492.89389038 153 153 153 0.000000 0.000000 0.000000
-11.24252224 5.93901443 492.90631104 153 153 153 0.000000 0.000000 0.000000
-11.24738121 5.94278669 492.87387085 153 153 153 0.000000 0.000000 0.000000
-11.22373104 5.94994974 492.91888428 153 153 153 0.000000 0.000000 0.000000
-11.22896481 5.95003033 492.90371704 153 153 153 0.000000 0.000000 0.000000
-11.24383163 5.94162273 492.87417603 153 153 153 0.000000 0.000000 0.000000
-11.24125671 5.94424438 492.87933350 153 153 153 0.000000 0.000000 0.000000
-11.23757553 5.94318581 492.89254761 153 153 153 0.000000 0.000000 0.000000
-11.23754692 5.95176172 492.89489746 153 153 153 0.000000 0.000000 0.000000
-11.25166988 5.94724941 492.85958862 153 153 153 0.000000 0.000000 0.000000
-11.23916340 5.94086218 492.88372803 153 153 153 0.000000 0.000000 0.000000
-11.22549629 5.95150709 492.90747070 153 153 153 0.000000 0.000000 0.000000
-11.22583103 5.94880629 492.91812134 153 153 153 0.000000 0.000000 0.000000
-11.23047924 5.94180250 492.90539551 153 153 153 0.000000 0.000000 0.000000
-11.24581909 5.94795370 492.85568237 153 153 153 0.000000 0.000000 0.000000
-11.24940681 5.94396305 492.82522583 153 153 153 0.000000 0.000000 0.000000
-11.23675537 5.94023132 492.86169434 153 153 153 0.000000 0.000000 0.000000
-11.24917221 5.94059849 492.81857300 153 153 153 0.000000 0.000000 0.000000
-11.24334908 5.94825697 492.84442139 153 153 153 0.000000 0.000000 0.000000
-11.22089672 5.94607496 492.90628052 153 153 153 0.000000 0.000000 0.000000
-11.22800732 5.94576740 492.90924072 153 153 153 0.000000 0.000000 0.000000
-11.22106743 5.94947863 492.91308594 153 153 153 0.000000 0.000000 0.000000
-11.25210381 5.94755220 492.84344482 153 153 153 0.000000 0.000000 0.000000
-11.24467945 5.93670416 492.84759521 153 153 153 0.000000 0.000000 0.000000
-11.24202538 5.93887997 492.85021973 153 153 153 0.000000 0.000000 0.000000
-11.23661137 5.94382715 492.88635254 153 153 153 0.000000 0.000000 0.000000
-11.23297977 5.94482040 492.88644409 153 153 153 0.000000 0.000000 0.000000
-11.22778797 5.95067930 492.89361572 153 153 153 0.000000 0.000000 0.000000
-11.25432014 5.94537926 492.82711792 153 153 153 0.000000 0.000000 0.000000
-11.22751808 5.94684982 492.92663574 153 153 153 0.000000 0.000000 0.000000
-11.25244808 5.93808937 492.83178711 153 153 153 0.000000 0.000000 0.000000
-11.23566055 5.94285727 492.88232422 153 153 153 0.000000 0.000000 0.000000
-11.24823666 5.94605637 492.88317871 153 153 153 0.000000 0.000000 0.000000
-11.24721909 5.93423128 492.84692383 153 153 153 0.000000 0.000000 0.000000
-11.22537899 5.95324945 492.91143799 153 153 153 0.000000 0.000000 0.000000
-11.22314072 5.94987631 492.91180420 153 153 153 0.000000 0.000000 0.000000
-11.22599220 5.94759417 492.90548706 153 153 153 0.000000 0.000000 0.000000
-11.22280788 5.94655132 492.92019653 153 153 153 0.000000 0.000000 0.000000
-11.24139404 5.94483471 492.86694336 153 153 153 0.000000 0.000000 0.000000
-11.25176620 5.93689966 492.84197998 153 153 153 0.000000 0.000000 0.000000
-11.23534966 5.93926811 492.86755371 153 153 153 0.000000 0.000000 0.000000
-11.23348236 5.94711876 492.89987183 153 153 153 0.000000 0.000000 0.000000
-11.22156429 5.94379663 492.92544556 153 153 153 0.000000 0.000000 0.000000
-11.24120998 5.94699478 492.87707520 153 153 153 0.000000 0.000000 0.000000
-11.23700809 5.94826794 492.89239502 153 153 153 0.000000 0.000000 0.000000
-11.24651146 5.94612122 492.87255859 153 153 153 0.000000 0.000000 0.000000
-11.24289036 5.94426298 492.88168335 153 153 153 0.000000 0.000000 0.000000
-11.24804497 5.94306040 492.85186768 153 153 153 0.000000 0.000000 0.000000
-11.22540760 5.95205450 492.91146851 153 153 153 0.000000 0.000000 0.000000
-11.22583580 5.94796801 492.91836548 153 153 153 0.000000 0.000000 0.000000
-11.22921181 5.94545031 492.90423584 153 153 153 0.000000 0.000000 0.000000
-11.24475193 5.95093775 492.84268188 153 153 153 0.000000 0.000000 0.000000
