//X Y Z R G B Nx Ny Nz
-11.44559193 6.43605709 492.73461914 153 153 153 0.000000 0.000000 0.000000
-11.45146465 6.43488455 492.75503540 153 153 153 0.000000 0.000000 0.000000
-11.43374825 6.43519497 492.71054077 153 153 153 0.000000 0.000000 0.000000
-11.45001602 6.43975449 492.72988892 153 153 153 0.000000 0.000000 0.000000
-11.43959618 6.43019390 492.71908569 153 153 153 0.000000 0.000000 0.000000
-11.43812466 6.44271040 492.71795654 153 153 153 0.000000 0.000000 0.000000
-11.45102215 6.44667435 492.74111938 153 153 153 0.000000 0.000000 0.000000
-11.44621086 6.44351292 492.74801636 153 153 153 0.000000 0.000000 0.000000
-11.44635487 6.43920708 492.73187256 153 153 153 0.000000 0.000000 0.000000
-11.43314838 6.43794537 492.71444702 153 153 153 0.000000 0.000000 0.000000
-11.45775890 6.43369675 492.75396729 153 153 153 0.000000 0.000000 0.000000
-11.44268417 6.43455124 492.71914673 153 153 153 0.000000 0.000000 0.000000
-11.42826843 6.43955517 492.71231079 153 153 153 0.000000 0.000000 0.000000
-11.43063259 6.43306494 492.69207764 153 153 153 0.000000 0.000000 0.000000
-11.44141960 6.43423843 492.73291016 153 153 153 0.000000 0.000000 0.000000
-11.45881367 6.43900442 492.77108765 153 153 153 0.000000 0.000000 0.000000
-11.44785404 6.44144821 492.74334717 153 153 153 0.000000 0.000000 0.000000
-11.45913601 6.44137955 492.76455688 153 153 153 0.000000 0.000000 0.000000
-11.44001484 6.43928957 492.73825073 153 153 153 0.000000 0.000000 0.000000
-11.42990589 6.43681526 492.69473267 153 153 153 0.000000 0.000000 0.000000
-11.45583439 6.44708586 492.74072266 153 153 153 0.000000 0.000000 0.000000
-11.43823624 6.43842793 492.69494629 153 153 153 0.000000 0.000000 0.000000
-11.44306087 6.43900776 492.71804810 153 153 153 0.000000 0.000000 0.000000
-11.43705368 6.43303490 492.70712280 153 153 153 0.000000 0.000000 0.000000
-11.43601227 6.43977928 492.69488525 153 153 153 0.000000 0.000000 0.000000
-11.45002270 6.43090153 492.73645020 153 153 153 0.000000 0.000000 0.000000
-11.45471954 6.43816948 492.75360107 153 153 153 0.000000 0.000000 0.000000
-11.44712067 6.43793726 492.71313477 153 153 153 0.000000 0.000000 0.000000
-11.44489861 6.43828297 492.69888306 153 153 153 0.000000 0.000000 0.000000
-11.45411873 6.44177437 492.74948120 153 153 153 0.000000 0.000000 0.000000
-11.44993401 6.43930864 492.73358154 153 153 153 0.000000 0.000000 0.000000
-11.45577908 6.44362211 492.75094604 153 153 153 0.000000 0.000000 0.000000
-11.43688679 6.44032764 492.69171143 153 153 153 0.000000 0.000000 0.000000
-11.45568943 6.43275785 492.75335693 153 153 153 0.000000 0.000000 0.000000
-11.43573666 6.43299818 492.73083496 153 153 153 0.000000 0.000000 0.000000
-11.45689964 6.44309092 492.73962402 153 153 153 0.000000 0.000000 0.000000
-11.45682144 6.43535423 492.76745605 153 153 153 0.000000 0.000000 0.000000
-11.45513725 6.43922186 492.75271606 153 153 153 0.000000 0.000000 0.000000
-11.42834949 6.43664742 492.71475220 153 153 153 0.000000 0.000000 0.000000
-11.45632839 6.43846464 492.75903320 153 153 153 0.000000 0.000000 0.000000
-11.44024181 6.44148779 492.69631958 153 153 153 0.000000 0.000000 0.000000
-11.45408726 6.43854141 492.76763916 153 153 153 0.000000 0.000000 0.000000
-11.45599079 6.43474865 492.75384521 153 153 153 0.000000 0.000000 0.000000
-11.45386314 6.44134331 492.74987793 153 153 153 0.000000 0.000000 0.000000
-11.45637417 6.44072008 492.76214600 153 153 153 0.000000 0.000000 0.000000
-11.43988419 6.44290686 492.70996094 153 153 153 0.000000 0.000000 0.000000
-11.45827198 6.43968534 492.75750732 153 153 153 0.000000 0.000000 0.000000
-11.43645859 6.43855238 492.72460938 153 153 153 0.000000 0.000000 0.000000
-11.45714092 6.43442965 492.75332642 153 153 153 0.000000 0.000000 0.000000
-11.45242596 6.43580627 492.75244141 153 153 153 0.000000 0.000000 0.000000
-11.44125652 6.43901730 492.73248291 153 153 153 0.000000 0.000000 0.000000
-11.44966602 6.43328190 492.73773193 153 153 153 0.000000 0.000000 0.000000
-11.44495869 6.43782854 492.73770142 153 153 153 0.000000 0.000000 0.000000
-11.42984581 6.43943310 492.69393921 153 153 153 0.000000 0.000000 0.000000
-11.44036961 6.43827438 492.73065186 153 153 153 0.000000 0.000000 0.000000
-11.43171406 6.44167566 492.71313477 153 153 153 0.000000 0.000000 0.000000
-11.44433117 6.44325972 492.69531250 153 153 153 0.000000 0.000000 0.000000
-11.44359779 6.43833733 492.72714233 153 153 153 0.000000 0.000000 0.000000
-11.44410038 6.43493652 492.73437500 153 153 153 0.000000 0.000000 0.000000
-11.44582558 6.44486809 492.73425293 153 153 153 0.000000 0.000000 0.000000
-11.43458462 6.43815708 492.71002197 153 153 153 0.000000 0.000000 0.000000
-11.44750595 6.43636608 492.74942017 153 153 153 0.000000 0.000000 0.000000
-11.44945812 6.44287491 492.74948120 153 153 153 0.000000 0.000000 0.000000
-11.45283318 6.43528605 492.72656250 153 153 153 0.000000 0.000000 0.000000
-11.45397186 6.43372011 492.77340698 153 153 153 0.000000 0.000000 0.000000
-11.43780518 6.44275427 492.72302246 153 153 153 0.000000 0.000000 0.000000
-11.45259285 6.44716358 492.73419189 153 153 153 0.000000 0.000000 0.000000
-11.45117283 6.43922901 492.72695923 153 153 153 0.000000 0.000000 0.000000
-11.43065739 6.43239784 492.70480347 153 153 153 0.000000 0.000000 0.000000
-11.44835854 6.44792318 492.72387695 153 153 153 0.000000 0.000000 0.000000
-11.43060017 6.43800497 492.70593262 153 153 153 0.000000 0.000000 0.000000
-11.45905781 6.44149256 492.76687622 153 153 153 0.000000 0.000000 0.000000
-11.43362331 6.44083834 492.71041870 153 153 153 0.000000 0.000000 0.000000
-11.44589233 6.43581438 492.75567627 153 153 153 0.000000 0.000000 0.000000
-11.43283176 6.44057655 492.72015381 153 153 153 0.000000 0.000000 0.000000
-11.44721889 6.43408394 492.73526001 153 153 153 0.000000 0.000000 0.000000
-11.43624592 6.43897152 492.69876099 153 153 153 0.000000 0.000000 0.000000
-11.45538998 6.44410324 492.74526978 153 153 153 0.000000 0.000000 0.000000
-11.44039249 6.43446112 492.68820190 153 153 153 0.000000 0.000000 0.000000
-11.43594265 6.43371630 492.70938110 153 153 153 0.000000 0.000000 0.000000
-11.45823383 6.43507576 492.75579834 153 153 153 0.000000 0.000000 0.000000
-11.43613625 6.43561506 492.68746948 153 153 153 0.000000 0.000000 0.000000
-11.45435238 6.44440842 492.75222778 153 153 153 0.000000 0.000000 0.000000
-11.45658779 6.43407154 492.76141357 153 153 153 0.000000 0.000000 0.000000
-11.44502354 6.43722630 492.71243286 153 153 153 0.000000 0.000000 0.000000
-11.44509315 6.43299341 492.73870850 153 153 153 0.000000 0.000000 0.000000
-11.43451977 6.43500185 492.69979858 153 153 153 0.000000 0.000000 0.000000
-11.45971870 6.43879986 492.75231934 153 153 153 0.000000 0.000000 0.000000
-11.45133209 6.43710327 492.74392700 153 153 153 0.000000 0.000000 0.000000
-11.45438099 6.43780088 492.74386597 153 153 153 0.000000 0.000000 0.000000
-11.45467091 6.43563938 492.75119019 153 153 153 0.000000 0.000000 0.000000
-11.43755245 6.43808079 492.70483398 153 153 153 0.000000 0.000000 0.000000
-11.45725727 6.44140100 492.75299072 153 153 153 0.000000 0.000000 0.000000
-11.44660950 6.43999290 492.72183228 153 153 153 0.000000 0.000000 0.000000
-11.43639946 6.43259192 492.71279907 153 153 153 0.000000 0.000000 0.000000
-11.44992447 6.44237137 492.73144531 153 153 153 0.000000 0.000000 0.000000
-11.44889927 6.44018459 492.71289063 153 153 153 0.000000 0.000000 0.000000
-11.45450592 6.43483925 492.76205444 153 153 153 0.000000 0.000000 0.000000
-11.45959187 6.43959570 492.76583862 153 153 153 0.000000 0.000000 0.000000
-11.45530987 6.43435764 492.75421143 153 153 153 0.000000 0.000000 0.000000
-11.44876099 6.43775654 492.75958252 153 153 153 0.000000 0.000000 0.000000
-11.44274712 6.43372250 492.73037720 153 153 153 0.000000 0.000000 0.000000
-11.45638180 6.43944073 492.75775146 153 153 153 0.000000 0.000000 0.000000
-11.44318771 6.43626308 492.70587158 153 153 153 0.000000 0.000000 0.000000
-11.43707371 6.43689346 492.68508911 153 153 153 0.000000 0.000000 0.000000
-11.44068336 6.43986797 492.72177124 153 153 153 0.000000 0.000000 0.000000
-11.45506573 6.43639612 492.77008057 153 153 153 0.000000 0.000000 0.000000
-11.44772816 6.43970299 492.71911621 153 153 153 0.000000 0.000000 0.000000
-11.43446159 6.44145870 492.72232056 153 153 153 0.000000 0.000000 0.000000
-11.45416927 6.44032907 492.75900269 153 153 153 0.000000 0.000000 0.000000
-11.44237995 6.44512749 492.73034668 153 153 153 0.000000 0.000000 0.000000
-11.44884491 6.43453836 492.72528076 153 153 153 0.000000 0.000000 0.000000
-11.44918346 6.43431664 492.73617554 153 153 153 0.000000 0.000000 0.000000
-11.43544006 6.43845415 492.69100952 153 153 153 0.000000 0.000000 0.000000
-11.44381428 6.43996859 492.72857666 153 153 153 0.000000 0.000000 0.000000
-11.44668007 6.44079208 492.72424316 153 153 153 0.000000 0.000000 0.000000
-11.43115807 6.43820095 492.70495605 153 153 153 0.000000 0.000000 0.000000
-11.45699310 6.44083357 492.74539185 153 153 153 0.000000 0.000000 0.000000
-11.44294930 6.44368124 492.72525024 153 153 153 0.000000 0.000000 0.000000
-11.44639111 6.43903160 492.72885132 153 153 153 0.000000 0.000000 0.000000
-11.44833660 6.43582201 492.73608398 153 153 153 0.000000 0.000000 0.000000
-11.44751167 6.44173861 492.73120117 153 153 153 0.000000 0.000000 0.000000
-11.43370914 6.43431759 492.70092773 153 153 153 0.000000 0.000000 0.000000
-11.45067978 6.44517899 492.74487305 153 153 153 0.000000 0.000000 0.000000
-11.43503666 6.43555212 492.69943237 153 153 153 0.000000 0.000000 0.000000
-11.43410397 6.43803358 492.71548462 153 153 153 0.000000 0.000000 0.000000
-11.43377686 6.43811607 492.71936035 153 153 153 0.000000 0.000000 0.000000
-11.44674397 6.44203186 492.72045898 153 153 153 0.000000 0.000000 0.000000
-11.44547939 6.43314695 492.73413086 153 153 153 0.000000 0.000000 0.000000
-11.43538284 6.43480110 492.71151733 153 153 153 0.000000 0.000000 0.000000
-11.45938587 6.43676186 492.76022339 153 153 153 0.000000 0.000000 0.000000
-11.44046783 6.44326162 492.71038818 153 153 153 0.000000 0.000000 0.000000
-11.44138527 6.43686008 492.73922729 153 153 153 0.000000 0.000000 0.000000
-11.45000076 6.44225883 492.73535156 153 153 153 0.000000 0.000000 0.000000
-11.43706894 6.44092464 492.72161865 153 153 153 0.000000 0.000000 0.000000
-11.42932987 6.42975903 492.70477295 153 153 153 0.000000 0.000000 0.000000
-11.44806099 6.44062614 492.74627686 153 153 153 0.000000 0.000000 0.000000
-11.44642544 6.43840456 492.75848389 153 153 153 0.000000 0.000000 0.000000
-11.43211079 6.43619299 492.74725342 153 153 153 0.000000 0.000000 0.000000
-11.43852997 6.43116283 492.71188354 153 153 153 0.000000 0.000000 0.000000
-11.45309925 6.44343376 492.74490356 153 153 153 0.000000 0.000000 0.000000
-11.43532753 6.43186855 492.69247437 153 153 153 0.000000 0.000000 0.000000
-11.45984268 6.44444275 492.76296997 153 153 153 0.000000 0.000000 0.000000
-11.44316864 6.43835068 492.71627808 153 153 153 0.000000 0.000000 0.000000
-11.44057178 6.43162441 492.71005249 153 153 153 0.000000 0.000000 0.000000
-11.43039131 6.44103289 492.69165039 153 153 153 0.000000 0.000000 0.000000
-11.44974518 6.43405867 492.73980713 153 153 153 0.000000 0.000000 0.000000
-11.45830345 6.43584967 492.75814819 153 153 153 0.000000 0.000000 0.000000
-11.44743443 6.43801403 492.73803711 153 153 153 0.000000 0.000000 0.000000
-11.44829750 6.43846035 492.71777344 153 153 153 0.000000 0.000000 0.000000
-11.45466709 6.44489098 492.74276733 153 153 153 0.000000 0.000000 0.000000
-11.42986488 6.43118095 492.69595337 153 153 153 0.000000 0.000000 0.000000
-11.44714832 6.43628359 492.74267578 153 153 153 0.000000 0.000000 0.000000
-11.44953823 6.43425322 492.73944092 153 153 153 0.000000 0.000000 0.000000
-11.43682671 6.42921257 492.72048950 153 153 153 0.000000 0.000000 0.000000
-11.44515228 6.43782330 492.73748779 153 153 153 0.000000 0.000000 0.000000
-11.45122623 6.43844366 492.74942017 153 153 153 0.000000 0.000000 0.000000
-11.44266605 6.44278145 492.72479248 153 153 153 0.000000 0.000000 0.000000
-11.43500996 6.43224907 492.72030640 153 153 153 0.000000 0.000000 0.000000
-11.45473671 6.44582939 492.75802612 153 153 153 0.000000 0.000000 0.000000
-11.45981693 6.43972111 492.74975586 153 153 153 0.000000 0.000000 0.000000
-11.45223236 6.43812799 492.75097656 153 153 153 0.000000 0.000000 0.000000
-11.43351269 6.43456936 492.69738770 153 153 153 0.000000 0.000000 0.000000
-11.44117355 6.43606997 492.73733521 153 153 153 0.000000 0.000000 0.000000
-11.43466377 6.43192816 492.72952271 153 153 153 0.000000 0.000000 0.000000
-11.45066261 6.43728685 492.73965454 153 153 153 0.000000 0.000000 0.000000
-11.45696926 6.44427109 492.74945068 153 153 153 0.000000 0.000000 0.000000
-11.45012569 6.43326473 492.73229980 153 153 153 0.000000 0.000000 0.000000
-11.44530869 6.43719530 492.73150635 153 153 153 0.000000 0.000000 0.000000
-11.43207073 6.43790293 492.70889282 153 153 153 0.000000 0.000000 0.000000
-11.44772434 6.44140005 492.71078491 153 153 153 0.000000 0.000000 0.000000
-11.43726063 6.43420839 492.70260620 153 153 153 0.000000 0.000000 0.000000
-11.45828342 6.44332123 492.74429321 153 153 153 0.000000 0.000000 0.000000
-11.44320965 6.44255686 492.71194458 153 153 153 0.000000 0.000000 0.000000
-11.44593430 6.43172169 492.71493530 153 153 153 0.000000 0.000000 0.000000
-11.45026970 6.43573952 492.74450684 153 153 153 0.000000 0.000000 0.000000
-11.45550537 6.43740892 492.76852417 153 153 153 0.000000 0.000000 0.000000
-11.43478584 6.44002724 492.70794678 153 153 153 0.000000 0.000000 0.000000
-11.43588829 6.43090439 492.70004272 153 153 153 0.000000 0.000000 0.000000
-11.43696976 6.44236851 492.71331787 153 153 153 0.000000 0.000000 0.000000
-11.45050430 6.43599224 492.73477173 153 153 153 0.000000 0.000000 0.000000
-11.44641304 6.43373394 492.73117065 153 153 153 0.000000 0.000000 0.000000
-11.45803738 6.43259287 492.75421143 153 153 153 0.000000 0.000000 0.000000
-11.44155979 6.43915033 492.72372437 153 153 153 0.000000 0.000000 0.000000
-11.43522263 6.43936872 492.67312622 153 153 153 0.000000 0.000000 0.000000
-11.43762779 6.44462299 492.72119141 153 153 153 0.000000 0.000000 0.000000
-11.44353580 6.44570208 492.72793579 153 153 153 0.000000 0.000000 0.000000
-11.44239712 6.44549704 492.74661255 153 153 153 0.000000 0.000000 0.000000
-11.43732738 6.43356943 492.69577026 153 153 153 0.000000 0.000000 0.000000
-11.45759487 6.44385529 492.75869751 153 153 153 0.000000 0.000000 0.000000
-11.43342686 6.44042873 492.68923950 153 153 153 0.000000 0.000000 0.000000
-11.45272064 6.43687296 492.74230957 153 153 153 0.000000 0.000000 0.000000
-11.45933437 6.44535542 492.76013184 153 153 153 0.000000 0.000000 0.000000
-11.44501591 6.44373322 492.71835327 153 153 153 0.000000 0.000000 0.000000
-11.44886017 6.43877220 492.74337769 153 153 153 0.000000 0.000000 0.000000
-11.45501137 6.43574095 492.75225830 153 153 153 0.000000 0.000000 0.000000
-11.44226360 6.43620968 492.72274780 153 153 153 0.000000 0.000000 0.000000
-11.44331932 6.43528557 492.70404053 153 153 153 0.000000 0.000000 0.000000
-11.45016766 6.43280983 492.73440552 153 153 153 0.000000 0.000000 0.000000
-11.45201302 6.43385315 492.77197266 153 153 153 0.000000 0.000000 0.000000
-11.44092941 6.44071627 492.73693848 153 153 153 0.000000 0.000000 0.000000
-11.45668983 6.43832445 492.77117920 153 153 153 0.000000 0.000000 0.000000
-11.45464706 6.44048691 492.74438477 153 153 153 0.000000 0.000000 0.000000
-11.43071938 6.43914890 492.71597290 153 153 153 0.000000 0.000000 0.000000
-11.42879772 6.43891716 492.69073486 153 153 153 0.000000 0.000000 0.000000
-11.45934296 6.44063473 492.75537109 153 153 153 0.000000 0.000000 0.000000
-11.45703506 6.43618250 492.75393677 153 153 153 0.000000 0.000000 0.000000
-11.45026875 6.43741846 492.75155640 153 153 153 0.000000 0.000000 0.000000
-11.44923687 6.43435192 492.72412109 153 153 153 0.000000 0.000000 0.000000
-11.43234634 6.43619442 492.69174194 153 153 153 0.000000 0.000000 0.000000
-11.43641663 6.43750620 492.70208740 153 153 153 0.000000 0.000000 0.000000
-11.45839119 6.44158697 492.75140381 153 153 153 0.000000 0.000000 0.000000
-11.44137192 6.43803263 492.71862793 153 153 153 0.000000 0.000000 0.000000
-11.45159054 6.44345140 492.75347900 153 153 153 0.000000 0.000000 0.000000
-11.44929028 6.44196081 492.74295044 153 153 153 0.000000 0.000000 0.000000
-11.44089890 6.43349934 492.72497559 153 153 153 0.000000 0.000000 0.000000
-11.43628502 6.44104147 492.72158813 153 153 153 0.000000 0.000000 0.000000
-11.44630527 6.43845558 492.71673584 153 153 153 0.000000 0.000000 0.000000
-11.44585514 6.44814587 492.74264526 153 153 153 0.000000 0.000000 0.000000
-11.44391727 6.43210840 492.74060059 153 153 153 0.000000 0.000000 0.000000
-11.44325924 6.43190145 492.71310425 153 153 153 0.000000 0.000000 0.000000
-11.43658352 6.43254280 492.68167114 153 153 153 0.000000 0.000000 0.000000
-11.44305229 6.44162512 492.71130371 153 153 153 0.000000 0.000000 0.000000
-11.44833088 6.44745255 492.74938965 153 153 153 0.000000 0.000000 0.000000
-11.45198345 6.44297838 492.74826050 153 153 153 0.000000 0.000000 0.000000
-11.44976807 6.43143797 492.72912598 153 153 153 0.000000 0.000000 0.000000
-11.45947075 6.44125700 492.74487305 153 153 153 0.000000 0.000000 0.000000
-11.45786095 6.44709396 492.74087524 153 153 153 0.000000 0.000000 0.000000
-11.43648720 6.43448114 492.74157715 153 153 153 0.000000 0.000000 0.000000
-11.44212341 6.44016361 492.71438599 153 153 153 0.000000 0.000000 0.000000
-11.43786144 6.43040466 492.73397827 153 153 153 0.000000 0.000000 0.000000
-11.43504238 6.43135405 492.69488525 153 153 153 0.000000 0.000000 0.000000
-11.45722580 6.44498396 492.75772095 153 153 153 0.000000 0.000000 0.000000
-11.43600082 6.43230200 492.70486450 153 153 153 0.000000 0.000000 0.000000
-11.44773769 6.43868637 492.76358032 153 153 153 0.000000 0.000000 0.000000
-11.43014812 6.43229437 492.70022583 153 153 153 0.000000 0.000000 0.000000
-11.45146942 6.43757868 492.75131226 153 153 153 0.000000 0.000000 0.000000
-11.45835209 6.43904638 492.76580811 153 153 153 0.000000 0.000000 0.000000
-11.44264507 6.43669605 492.72869873 153 153 153 0.000000 0.000000 0.000000
-11.43008614 6.43272209 492.70471191 153 153 153 0.000000 0.000000 0.000000
-11.44924355 6.43598747 492.74322510 153 153 153 0.000000 0.000000 0.000000
-11.45071983 6.43796587 492.75283813 153 153 153 0.000000 0.000000 0.000000
-11.44012165 6.43860102 492.68838501 153 153 153 0.000000 0.000000 0.000000
-11.45643997 6.43523788 492.75186157 153 153 153 0.000000 0.000000 0.000000
-11.44070721 6.43808937 492.72311401 153 153 153 0.000000 0.000000 0.000000
-11.43592644 6.43324804 492.71136475 153 153 153 0.000000 0.000000 0.000000
-11.45228386 6.44032526 492.72430420 153 153 153 0.000000 0.000000 0.000000
-11.45868587 6.43866110 492.75769043 153 153 153 0.000000 0.000000 0.000000
-11.45343494 6.43342495 492.74563599 153 153 153 0.000000 0.000000 0.000000
-11.44288158 6.44332457 492.72424316 153 153 153 0.000000 0.000000 0.000000
-11.43600655 6.44188690 492.69726563 153 153 153 0.000000 0.000000 0.000000
-11.46082687 6.43871260 492.76907349 153 153 153 0.000000 0.000000 0.000000
-11.44886112 6.44270754 492.73294067 153 153 153 0.000000 0.000000 0.000000
-11.43482876 6.44237614 492.71145630 153 153 153 0.000000 0.000000 0.000000
-11.42917347 6.43554258 492.69348145 153 153 153 0.000000 0.000000 0.000000
-11.44582844 6.44421864 492.71966553 153 153 153 0.000000 0.000000 0.000000
-11.43612576 6.44426918 492.73922729 153 153 153 0.000000 0.000000 0.000000
-11.45740318 6.43586016 492.75448608 153 153 153 0.000000 0.000000 0.000000
-11.46080494 6.43703318 492.75637817 153 153 153 0.000000 0.000000 0.000000
-11.45215893 6.43676901 492.75146484 153 153 153 0.000000 0.000000 0.000000
-11.45102119 6.43402910 492.73706055 153 153 153 0.000000 0.000000 0.000000
-11.43141365 6.44011736 492.70166016 153 153 153 0.000000 0.000000 0.000000
-11.43159866 6.43696594 492.72698975 153 153 153 0.000000 0.000000 0.000000
-11.44859791 6.43812084 492.73699951 153 153 153 0.000000 0.000000 0.000000
-11.43415642 6.44139957 492.71121216 153 153 153 0.000000 0.000000 0.000000
-11.45404053 6.43625641 492.75048828 153 153 153 0.000000 0.000000 0.000000
-11.44150639 6.44184399 492.72921753 153 153 153 0.000000 0.000000 0.000000
-11.44860840 6.43410492 492.72982788 153 153 153 0.000000 0.000000 0.000000
-11.43857288 6.43987989 492.70672607 153 153 153 0.000000 0.000000 0.000000
-11.45110893 6.43580294 492.74374390 153 153 153 0.000000 0.000000 0.000000
-11.45227337 6.44670963 492.75314331 153 153 153 0.000000 0.000000 0.000000
-11.43979454 6.43371964 492.72097778 153 153 153 0.000000 0.000000 0.000000
-11.44287300 6.43591738 492.74832153 153 153 153 0.000000 0.000000 0.000000
-11.44251251 6.43056726 492.69653320 153 153 153 0.000000 0.000000 0.000000
-11.44218731 6.43488216 492.72344971 153 153 153 0.000000 0.000000 0.000000
-11.43790436 6.43793631 492.71875000 153 153 153 0.000000 0.000000 0.000000
-11.43692207 6.43935442 492.71554565 153 153 153 0.000000 0.000000 0.000000
-11.44616318 6.44642067 492.73699951 153 153 153 0.000000 0.000000 0.000000
-11.45831299 6.43403006 492.75659180 153 153 153 0.000000 0.000000 0.000000
-11.44742107 6.43727303 492.73748779 153 153 153 0.000000 0.000000 0.000000
-11.43773079 6.44009542 492.71466064 153 153 153 0.000000 0.000000 0.000000
-11.45164871 6.43665934 492.74224854 153 153 153 0.000000 0.000000 0.000000
-11.43692112 6.42916584 492.71484375 153 153 153 0.000000 0.000000 0.000000
-11.45019627 6.44377565 492.74313354 153 153 153 0.000000 0.000000 0.000000
-11.44760609 6.44417572 492.72747803 153 153 153 0.000000 0.000000 0.000000
-11.44349003 6.43572855 492.73529053 153 153 153 0.000000 0.000000 0.000000
-11.43843365 6.43119860 492.70666504 153 153 153 0.000000 0.000000 0.000000
-11.43870926 6.43951130 492.74703979 153 153 153 0.000000 0.000000 0.000000
-11.45992374 6.43745661 492.74896240 153 153 153 0.000000 0.000000 0.000000
-11.43820000 6.44317436 492.69433594 153 153 153 0.000000 0.000000 0.000000
-11.45801640 6.44068861 492.74862671 153 153 153 0.000000 0.000000 0.000000
-11.43596458 6.43064117 492.69879150 153 153 153 0.000000 0.000000 0.000000
-11.45893192 6.43941212 492.75396729 153 153 153 0.000000 0.000000 0.000000
-11.44082260 6.43242455 492.72030640 153 153 153 0.000000 0.000000 0.000000
-11.45277023 6.44149685 492.75460815 153 153 153 0.000000 0.000000 0.000000
-11.45572758 6.43743706 492.73980713 153 153 153 0.000000 0.000000 0.000000
-11.44916821 6.43921232 492.73086548 153 153 153 0.000000 0.000000 0.000000
-11.45816994 6.44335604 492.75656128 153 153 153 0.000000 0.000000 0.000000
-11.44810581 6.43545818 492.74221802 153 153 153 0.000000 0.000000 0.000000
-11.42847824 6.43283939 492.69442749 153 153 153 0.000000 0.000000 0.000000
-11.45629406 6.43631983 492.74981689 153 153 153 0.000000 0.000000 0.000000
-11.44496155 6.43810654 492.72616577 153 153 153 0.000000 0.000000 0.000000
-11.43424606 6.43277216 492.70559692 153 153 153 0.000000 0.000000 0.000000
-11.45013618 6.44289351 492.73245239 153 153 153 0.000000 0.000000 0.000000
-11.45235252 6.43326616 492.75686646 153 153 153 0.000000 0.000000 0.000000
-11.45504284 6.43548107 492.75219727 153 153 153 0.000000 0.000000 0.000000
-11.44216633 6.43259764 492.70568848 153 153 153 0.000000 0.000000 0.000000
-11.45672226 6.43814468 492.76821899 153 153 153 0.000000 0.000000 0.000000
-11.45829201 6.43475914 492.75488281 153 153 153 0.000000 0.000000 0.000000
-11.45677376 6.43892145 492.75860596 153 153 153 0.000000 0.000000 0.000000
-11.43869972 6.43884897 492.72030640 153 153 153 0.000000 0.000000 0.000000
-11.44233799 6.44290543 492.71640015 153 153 153 0.000000 0.000000 0.000000
-11.44093609 6.43479729 492.72055054 153 153 153 0.000000 0.000000 0.000000
-11.45638084 6.43425703 492.75946045 153 153 153 0.000000 0.000000 0.000000
-11.45304108 6.43489885 492.75259399 153 153 153 0.000000 0.000000 0.000000
-11.44674683 6.44411421 492.73184204 153 153 153 0.000000 0.000000 0.000000
-11.44913387 6.43580389 492.73144531 153 153 153 0.000000 0.000000 0.000000
-11.43477058 6.43535280 492.69775391 153 153 153 0.000000 0.000000 0.000000
-11.44017315 6.44082832 492.71759033 153 153 153 0.000000 0.000000 0.000000
-11.45593929 6.43390846 492.76480103 153 153 153 0.000000 0.000000 0.000000
-11.43300438 6.43293905 492.70794678 153 153 153 0.000000 0.000000 0.000000
-11.45667839 6.43616199 492.74734497 153 153 153 0.000000 0.000000 0.000000
-11.43963146 6.43662119 492.74072266 153 153 153 0.000000 0.000000 0.000000
-11.43791580 6.43469620 492.69238281 153 153 153 0.000000 0.000000 0.000000
-11.44588757 6.43235683 492.72747803 153 153 153 0.000000 0.000000 0.000000
-11.44911480 6.44542122 492.75247192 153 153 153 0.000000 0.000000 0.000000
-11.43519306 6.43159151 492.71200562 153 153 153 0.000000 0.000000 0.000000
-11.45289326 6.44315434 492.74298096 153 153 153 0.000000 0.000000 0.000000
-11.44625664 6.43438816 492.71862793 153 153 153 0.000000 0.000000 0.000000
-11.43717480 6.43981552 492.71688843 153 153 153 0.000000 0.000000 0.000000
-11.44196320 6.43738365 492.71865845 153 153 153 0.000000 0.000000 0.000000
-11.44635582 6.44815731 492.74249268 153 153 153 0.000000 0.000000 0.000000
-11.43552971 6.43495178 492.71606445 153 153 153 0.000000 0.000000 0.000000
-11.43652725 6.44471645 492.70736694 153 153 153 0.000000 0.000000 0.000000
-11.45179081 6.43699884 492.73822021 153 153 153 0.000000 0.000000 0.000000
-11.44877338 6.43470907 492.73693848 153 153 153 0.000000 0.000000 0.000000
-11.44082069 6.44182920 492.70147705 153 153 153 0.000000 0.000000 0.000000
-11.44654274 6.43526983 492.75149536 153 153 153 0.000000 0.000000 0.000000
-11.44019890 6.42936945 492.73376465 153 153 153 0.000000 0.000000 0.000000
-11.45914173 6.43964434 492.76803589 153 153 153 0.000000 0.000000 0.000000
-11.43408394 6.43935537 492.70327759 153 153 153 0.000000 0.000000 0.000000
-11.45727539 6.44140100 492.75408936 153 153 153 0.000000 0.000000 0.000000
-11.43813133 6.43061686 492.69534302 153 153 153 0.000000 0.000000 0.000000
-11.44208050 6.43120146 492.72805786 153 153 153 0.000000 0.000000 0.000000
-11.43810940 6.43044329 492.71701050 153 153 153 0.000000 0.000000 0.000000
-11.45661259 6.44285202 492.77084351 153 153 153 0.000000 0.000000 0.000000
-11.43183422 6.43285513 492.69525146 153 153 153 0.000000 0.000000 0.000000
-11.45375633 6.44072104 492.74896240 153 153 153 0.000000 0.000000 0.000000
-11.45702934 6.43833494 492.75802612 153 153 153 0.000000 0.000000 0.000000
